	Technique	Algorithm	Classifier	Seed	F1	F2	F3	F4	F5
107	ProposalWeighted	F1_nsga2	FairVotingClassifier	5	0.0192838691471118	0.107978011107045	0.9421015010721944	0.7966665239483037	0.7038094212264828
108	ProposalWeighted	F2_nsga2	FairVotingClassifier	5	0.0421686217459905	0.0488333702909797	0.980700500357398	0.792827599941783	0.7690530901431376
109	ProposalWeighted	F3_nsga2	FairVotingClassifier	5	0.018490218353461	0.1151722557113616	0.9406719085060756	0.7966665239483037	0.7010188775591619
110	ProposalWeighted	F4_nsga2	FairVotingClassifier	5	0.0521515141744498	0.0235172370208865	0.9899928520371694	0.7687661462645268	0.7588882505944117
111	ProposalWeighted	F5_nsga2	FairVotingClassifier	5	0.0192838691471118	0.107978011107045	0.9421015010721944	0.7966665239483037	0.7038094212264828
112	Proposal	rnsga2	FairVotingClassifier	5	0.0412074561810257	0.0490019943630399	0.9864188706218728	0.7968125165853859	0.7748994686198477
113	ProposalWeighted	F1_rnsga2	FairVotingClassifier	5	0.0420475139046731	0.0486254803428908	0.9842744817726948	0.7968197899730577	0.7772691368662933
114	ProposalWeighted	F2_rnsga2	FairVotingClassifier	5	0.0412074561810257	0.0490019943630399	0.9864188706218728	0.7968125165853859	0.7748994686198477
115	ProposalWeighted	F3_rnsga2	FairVotingClassifier	5	0.0421143250348256	0.0502601936631315	0.9878484631879916	0.7969073330669423	0.7772691368662933
116	ProposalWeighted	F4_rnsga2	FairVotingClassifier	5	0.0424123438959357	0.0521249088811089	0.9878484631879916	0.7960389130739444	0.7768482614454179
117	ProposalWeighted	F5_rnsga2	FairVotingClassifier	5	0.0420475139046731	0.0486254803428908	0.9842744817726948	0.7968197899730577	0.7772691368662933
118	AIF360	AdversarialDebiasing	AdversarialDebiasing	5	0.0491243202757727	0.0384168447804532	1.0	0.7780725207739575	0.775695342046053
119	AIF360	PostProcessingMeta	PostProcessingMeta	5	0.0194208305854932	0.1305152059191556	0.8942101501072195	0.7741301946890923	0.5232758070435796
120	Voting		VotingClassifier	6	0.0402538556487657	0.0237636000597655	0.992280701754386	0.7911402972645887	0.7683897862286739
121	Fairlearn	false_positive_rate_parity	VotingClassifier	6	0.0225682711469237	0.1620593431301693	0.992280701754386	0.7910526995531346	0.708211226970172
122	Fairlearn	true_positive_rate_parity	VotingClassifier	6	0.0265704214875087	0.4305152604409022	0.9943859649122808	0.7911402972645887	0.6875440150843953
123	Fairlearn	equalized_odds	VotingClassifier	6	0.0590058231829374	0.1442019683354728	0.9943859649122808	0.7200259766276775	0.6988743497126241
124	scikit-lego	DemographicParityClassifier	OneVsRestClassifier	6	0.0435815841543765	0.0347842261904762	0.991578947368421	0.7717411594434598	0.7486767077852746
125	scikit-lego	EqualOpportunityClassifier	OneVsRestClassifier	6	0.0435815841543765	0.0347842261904762	0.991578947368421	0.7717411594434598	0.7486767077852746
126	Proposal	nsga2	FairVotingClassifier	6	0.0331378398989045	0.0126690973980887	0.9859649122807016	0.8052925925850444	0.7723312660442081
127	ProposalWeighted	F1_nsga2	FairVotingClassifier	6	0.0238833166375905	0.0531524850467484	0.9656140350877191	0.8067724693036258	0.7451441423021877
128	ProposalWeighted	F2_nsga2	FairVotingClassifier	6	0.0345971115179579	0.0092378151916521	0.9880701754385964	0.802496297005834	0.7737851836706876
129	ProposalWeighted	F3_nsga2	FairVotingClassifier	6	0.0195781035509666	0.0927664424628972	0.9571929824561404	0.806999785553556	0.730826461300802
130	ProposalWeighted	F4_nsga2	FairVotingClassifier	6	0.0389900372662994	0.050694173516473	0.992280701754386	0.7694207824947693	0.73145119153093
131	ProposalWeighted	F5_nsga2	FairVotingClassifier	6	0.0224207606430541	0.0599973537235895	0.9656140350877191	0.8065309622999226	0.7401633385583499
132	Proposal	rnsga2	FairVotingClassifier	6	0.0366011853154784	0.0012408872343725	0.9873684210526316	0.8067653739267392	0.7864444898793702
133	ProposalWeighted	F1_rnsga2	FairVotingClassifier	6	0.0366011853154784	0.0012408872343725	0.9873684210526316	0.8067653739267392	0.7864444898793702
134	ProposalWeighted	F2_rnsga2	FairVotingClassifier	6	0.0366011853154784	0.0012408872343725	0.9873684210526316	0.8067653739267392	0.7864444898793702
135	ProposalWeighted	F3_rnsga2	FairVotingClassifier	6	0.0365735875668422	0.0105903810575999	0.9873684210526316	0.806999785553556	0.7872736772757218
136	ProposalWeighted	F4_rnsga2	FairVotingClassifier	6	0.0365186571516819	0.0058288198426803	0.9887719298245614	0.806999785553556	0.7868590835775461
137	ProposalWeighted	F5_rnsga2	FairVotingClassifier	6	0.0366011853154784	0.0012408872343725	0.9873684210526316	0.8067653739267392	0.7864444898793702
138	AIF360	AdversarialDebiasing	AdversarialDebiasing	6	0.0445555228756871	0.0280433961373187	1.0	0.7794721009403413	0.7675662781980508
139	AIF360	PostProcessingMeta	PostProcessingMeta	6	3.995768548831213e-05	0.0101222718717222	0.9403508771929824	0.7880124437814042	0.6345044185465368
140	Voting		VotingClassifier	7	0.04456687192333	0.0700297671040958	0.9907209136331192	0.7941404175424687	0.7675290464826299
141	Fairlearn	false_positive_rate_parity	VotingClassifier	7	0.0376790741882257	0.1860577935213407	0.9914346895074948	0.7941404175424687	0.7389429309903467
142	Fairlearn	true_positive_rate_parity	VotingClassifier	7	0.0350604074956236	0.4672532191311656	0.99214846538187	0.7941404175424687	0.6910544265435719
143	Fairlearn	equalized_odds	VotingClassifier	7	0.0736928104575163	0.146496451306902	0.99214846538187	0.7240773598031223	0.7298759692483011
144	scikit-lego	DemographicParityClassifier	OneVsRestClassifier	7	0.054125688007219	0.0702318405187355	0.995003568879372	0.7701828898845812	0.757184204658998
145	scikit-lego	EqualOpportunityClassifier	OneVsRestClassifier	7	0.054125688007219	0.0702318405187355	0.995003568879372	0.7701828898845812	0.757184204658998
146	Proposal	nsga2	FairVotingClassifier	7	0.0271230044861868	0.0639748902974158	0.9721627408993576	0.8014006597500131	0.7398574719857307
147	ProposalWeighted	F1_nsga2	FairVotingClassifier	7	0.0262668295779973	0.0971345825897938	0.9621698786581012	0.8076073963810991	0.7382162528179423
148	ProposalWeighted	F2_nsga2	FairVotingClassifier	7	0.0352845681466245	0.0473059812160158	0.9835831548893648	0.8030262478775049	0.76750220893649
149	ProposalWeighted	F3_nsga2	FairVotingClassifier	7	0.0260672157077174	0.0926935009148038	0.961456102783726	0.8079921009522242	0.7386332669964244
150	ProposalWeighted	F4_nsga2	FairVotingClassifier	7	0.0473404005401699	0.0685115931189229	0.9885795860099929	0.7801898464323382	0.7596326146376106
151	ProposalWeighted	F5_nsga2	FairVotingClassifier	7	0.026960710243282	0.0734050445103857	0.9707351891506067	0.8031066595854497	0.7398574719857307
152	Proposal	rnsga2	FairVotingClassifier	7	0.0417769876218006	0.028165658212371	0.9864382583868664	0.8071052533155804	0.788999083394578
153	ProposalWeighted	F1_rnsga2	FairVotingClassifier	7	0.0410021982320122	0.0301204819277108	0.987152034261242	0.8071856650235251	0.7865238358698255
154	ProposalWeighted	F2_rnsga2	FairVotingClassifier	7	0.0417769876218006	0.028165658212371	0.9864382583868664	0.8071052533155804	0.788999083394578
155	ProposalWeighted	F3_rnsga2	FairVotingClassifier	7	0.0411056220175191	0.0210843373493976	0.9857244825124912	0.8071856650235251	0.7873578642267897
156	ProposalWeighted	F4_rnsga2	FairVotingClassifier	7	0.0418630134515397	0.0195691858342461	0.9850107066381156	0.8071856650235251	0.7898331117515421
157	ProposalWeighted	F5_rnsga2	FairVotingClassifier	7	0.0410021982320122	0.0301204819277108	0.987152034261242	0.8071856650235251	0.7865238358698255
158	AIF360	AdversarialDebiasing	AdversarialDebiasing	7	0.0533264155885686	0.0858707327324522	1.0	0.7740345732943367	0.7645562721409755
159	AIF360	PostProcessingMeta	PostProcessingMeta	7	0.0009058038174749	0.0257607580716064	0.9214846538187008	0.7886284380680246	0.6055479401151125
160	Voting		VotingClassifier	8	0.0274977649070398	0.0217749620129283	0.9836177474402732	0.7954688300910444	0.7493987191319181
161	Fairlearn	false_positive_rate_parity	VotingClassifier	8	0.0193519030489914	0.1946528088038187	0.9849829351535836	0.7954688300910444	0.7156588220488296
162	Fairlearn	true_positive_rate_parity	VotingClassifier	8	0.0236079289763335	0.4044814940918401	0.985665529010239	0.7953138348507408	0.6960350420896608
163	Fairlearn	equalized_odds	VotingClassifier	8	0.0496823382130026	0.1578256120995949	0.9843003412969284	0.7324901144767995	0.7003174203652431
164	scikit-lego	DemographicParityClassifier	OneVsRestClassifier	8	0.0350731306896108	0.0028409198233492	0.9890784982935154	0.7642763430886768	0.7204428503509801
165	scikit-lego	EqualOpportunityClassifier	OneVsRestClassifier	8	0.0350731306896108	0.0028409198233492	0.9890784982935154	0.7642763430886768	0.7204428503509801
166	Proposal	nsga2	FairVotingClassifier	8	0.0012994265550259	0.0107149768623043	0.948122866894198	0.8091090214552467	0.7022628436390077
167	ProposalWeighted	F1_nsga2	FairVotingClassifier	8	0.0016812847414329	0.0034243441659451	0.946075085324232	0.8130101418145428	0.7026683586430629
168	ProposalWeighted	F2_nsga2	FairVotingClassifier	8	0.0257216513237707	0.0168031168475809	0.9802047781569966	0.7949031584856842	0.7464325167100149
169	ProposalWeighted	F3_nsga2	FairVotingClassifier	8	0.0016812847414329	0.0034243441659451	0.946075085324232	0.8130101418145428	0.7026683586430629
170	ProposalWeighted	F4_nsga2	FairVotingClassifier	8	0.0470024897373552	0.0099618693976962	0.9726962457337884	0.778224389172301	0.7739166456917527
171	ProposalWeighted	F5_nsga2	FairVotingClassifier	8	0.0016812847414329	0.0034243441659451	0.946075085324232	0.8130101418145428	0.7026683586430629
