Technique	variable	value
Proposal, nsga2	F4	0.8010938008871856
Proposal, nsga2	F4	0.7969384729429208
Proposal, nsga2	F4	0.8011467467642348
Proposal, nsga2	F4	0.7984147233214284
Proposal, nsga2	F4	0.7990868260286511
Proposal, nsga2	F4	0.8026847911599284
Proposal, nsga2	F4	0.7990901715345388
Proposal, nsga2	F4	0.802409842065043
Proposal, nsga2	F4	0.7985871563163827
Proposal, nsga2	F4	0.7792258190003639
Proposal, nsga2	F4	0.8021003143674418
Proposal, nsga2	F4	0.8126329309016184
Proposal, nsga2	F4	0.7951213716458287
Proposal, nsga2	F4	0.8028316780091616
Proposal, nsga2	F4	0.806038396209888
Proposal, rnsga2	F4	0.8060340738601312
Proposal, rnsga2	F4	0.8039574108467179
Proposal, rnsga2	F4	0.799389874072899
Proposal, rnsga2	F4	0.8086740204644135
Proposal, rnsga2	F4	0.8046801186412577
Proposal, rnsga2	F4	0.7968197899730577
Proposal, rnsga2	F4	0.8067653739267392
Proposal, rnsga2	F4	0.8071052533155804
Proposal, rnsga2	F4	0.8114733090873587
Proposal, rnsga2	F4	0.8065725494299275
Proposal, rnsga2	F4	0.7934283317915735
Proposal, rnsga2	F4	0.8031318527124922
Proposal, rnsga2	F4	0.7958678115938286
Proposal, rnsga2	F4	0.8028607092047083
Proposal, rnsga2	F4	0.8000106962316711
Proposal, rnsga2	F4	0.8012481997119538
Proposal, rnsga2	F4	0.7971650415312387
Proposal, rnsga2	F4	0.8006635771717078
Proposal, rnsga2	F4	0.8000212111289992
Proposal, rnsga2	F4	0.8040095182505957
Proposal, rnsga2	F4	0.8026043147395195
Proposal, rnsga2	F4	0.7997338718305339
Proposal, rnsga2	F4	0.8026366705038003
Proposal, rnsga2	F4	0.8104625061388883
Proposal, rnsga2	F4	0.7888007839700042
Proposal, rnsga2	F4	0.8033352780688587
Proposal, rnsga2	F4	0.8078076699869662
Proposal, rnsga2	F4	0.7945347863367166
Proposal, rnsga2	F4	0.7972434346672885
Proposal, rnsga2	F4	0.8064350402547052
Proposal, F1_nsga2	F4	0.8058005381291643
Proposal, F1_nsga2	F4	0.8036508230441468
Proposal, F1_nsga2	F4	0.799389874072899
Proposal, F1_nsga2	F4	0.8086740204644135
Proposal, F1_nsga2	F4	0.8046801186412577
Proposal, F1_nsga2	F4	0.7966665239483037
Proposal, F1_nsga2	F4	0.8071607902226915
Proposal, F1_nsga2	F4	0.8076160733653982
Proposal, F1_nsga2	F4	0.8129292879982426
Proposal, F1_nsga2	F4	0.8065725494299275
Proposal, F1_nsga2	F4	0.7933472682377473
Proposal, F1_nsga2	F4	0.8032932732128958
Proposal, F1_nsga2	F4	0.7958678115938286
Proposal, F1_nsga2	F4	0.8028607092047083
Proposal, F1_nsga2	F4	0.8007247784582395
Proposal, F1_nsga2	F4	0.8006249776335521
Proposal, F1_nsga2	F4	0.7965499610347646
Proposal, F1_nsga2	F4	0.8008989820681297
Proposal, F1_nsga2	F4	0.8000939566052817
Proposal, F1_nsga2	F4	0.8034513741302105
Proposal, F1_nsga2	F4	0.802677006758515
Proposal, F1_nsga2	F4	0.7995020683998432
Proposal, F1_nsga2	F4	0.8027905639977901
Proposal, F1_nsga2	F4	0.8075693851239366
Proposal, F1_nsga2	F4	0.7885672482390375
Proposal, F1_nsga2	F4	0.8032604718343767
Proposal, F1_nsga2	F4	0.8128896499890591
Proposal, F1_nsga2	F4	0.7949227967324041
Proposal, F1_nsga2	F4	0.8039442408459493
Proposal, F1_nsga2	F4	0.8059568966173861
Proposal, F1_rnsga2	F4	0.805953220043831
Proposal, F1_rnsga2	F4	0.8039574108467179
Proposal, F1_rnsga2	F4	0.799389874072899
Proposal, F1_rnsga2	F4	0.8086740204644135
Proposal, F1_rnsga2	F4	0.8046801186412577
Proposal, F1_rnsga2	F4	0.7967395202668449
Proposal, F1_rnsga2	F4	0.8067653739267392
Proposal, F1_rnsga2	F4	0.8071052533155804
Proposal, F1_rnsga2	F4	0.8114733090873587
Proposal, F1_rnsga2	F4	0.8064123700289985
Proposal, F1_rnsga2	F4	0.7934283317915735
Proposal, F1_rnsga2	F4	0.8032932732128958
Proposal, F1_rnsga2	F4	0.7968764539448295
Proposal, F1_rnsga2	F4	0.8028607092047083
Proposal, F1_rnsga2	F4	0.7982164146201436
Proposal, F1_rnsga2	F4	0.8012481997119538
Proposal, F1_rnsga2	F4	0.7972460131911577
Proposal, F1_rnsga2	F4	0.8006635771717078
Proposal, F1_rnsga2	F4	0.8001746798858759
Proposal, F1_rnsga2	F4	0.8040095182505957
Proposal, F1_rnsga2	F4	0.8026043147395195
Proposal, F1_rnsga2	F4	0.7998140000356622
Proposal, F1_rnsga2	F4	0.8026366705038003
Proposal, F1_rnsga2	F4	0.8104625061388883
Proposal, F1_rnsga2	F4	0.7888819923507091
Proposal, F1_rnsga2	F4	0.8032550341272763
Proposal, F1_rnsga2	F4	0.8078076699869662
Proposal, F1_rnsga2	F4	0.7947690881174101
Proposal, F1_rnsga2	F4	0.7972434346672885
Proposal, F1_rnsga2	F4	0.8058753970248841
Proposal, F2_nsga2	F4	0.7921121871814564
Proposal, F2_nsga2	F4	0.7913335275888175
Proposal, F2_nsga2	F4	0.7996416920690945
Proposal, F2_nsga2	F4	0.7934224113263415
Proposal, F2_nsga2	F4	0.7964635460862783
Proposal, F2_nsga2	F4	0.7672043924663
Proposal, F2_nsga2	F4	0.7995766626411726
Proposal, F2_nsga2	F4	0.7937684292414371
Proposal, F2_nsga2	F4	0.7882401938050722
Proposal, F2_nsga2	F4	0.7953891558921401
Proposal, F2_nsga2	F4	0.7863818227418368
Proposal, F2_nsga2	F4	0.7966183766725441
Proposal, F2_nsga2	F4	0.7514139221615721
Proposal, F2_nsga2	F4	0.788153940036158
Proposal, F2_nsga2	F4	0.7846090602332859
Proposal, F2_nsga2	F4	0.7826765643965762
Proposal, F2_nsga2	F4	0.7756913953355762
Proposal, F2_nsga2	F4	0.7818064658585935
Proposal, F2_nsga2	F4	0.789667004179462
Proposal, F2_nsga2	F4	0.8031190868036222
Proposal, F2_nsga2	F4	0.795696166163501
Proposal, F2_nsga2	F4	0.8005008291430405
Proposal, F2_nsga2	F4	0.7944730142225425
Proposal, F2_nsga2	F4	0.7951661118310912
Proposal, F2_nsga2	F4	0.7648767798422972
Proposal, F2_nsga2	F4	0.7825041774051942
Proposal, F2_nsga2	F4	0.8126329309016184
Proposal, F2_nsga2	F4	0.7801750782667651
Proposal, F2_nsga2	F4	0.7988240575894586
Proposal, F2_nsga2	F4	0.7732081514826071
Proposal, F2_rnsga2	F4	0.8052526128509304
Proposal, F2_rnsga2	F4	0.8039574108467179
Proposal, F2_rnsga2	F4	0.799389874072899
Proposal, F2_rnsga2	F4	0.808207819998213
Proposal, F2_rnsga2	F4	0.8046801186412577
Proposal, F2_rnsga2	F4	0.7968197899730577
Proposal, F2_rnsga2	F4	0.8068458762613069
Proposal, F2_rnsga2	F4	0.8071052533155804
Proposal, F2_rnsga2	F4	0.8114733090873587
Proposal, F2_rnsga2	F4	0.8065725494299275
Proposal, F2_rnsga2	F4	0.7934283317915735
Proposal, F2_rnsga2	F4	0.8032932732128958
Proposal, F2_rnsga2	F4	0.7958678115938286
Proposal, F2_rnsga2	F4	0.8028607092047083
Proposal, F2_rnsga2	F4	0.8000106962316711
Proposal, F2_rnsga2	F4	0.8011738136892339
Proposal, F2_rnsga2	F4	0.7973269848510768
Proposal, F2_rnsga2	F4	0.8006635771717078
Proposal, F2_rnsga2	F4	0.8000212111289992
Proposal, F2_rnsga2	F4	0.8040095182505957
Proposal, F2_rnsga2	F4	0.8027652675803373
Proposal, F2_rnsga2	F4	0.7997338718305339
Proposal, F2_rnsga2	F4	0.8026366705038003
Proposal, F2_rnsga2	F4	0.8104625061388883
Proposal, F2_rnsga2	F4	0.7888007839700042
Proposal, F2_rnsga2	F4	0.8033352780688587
Proposal, F2_rnsga2	F4	0.8078076699869662
Proposal, F2_rnsga2	F4	0.7945347863367166
Proposal, F2_rnsga2	F4	0.7972434346672885
Proposal, F2_rnsga2	F4	0.8064350402547052
Proposal, F3_nsga2	F4	0.805953220043831
Proposal, F3_nsga2	F4	0.8036508230441468
Proposal, F3_nsga2	F4	0.799389874072899
Proposal, F3_nsga2	F4	0.8086740204644135
Proposal, F3_nsga2	F4	0.8046801186412577
Proposal, F3_nsga2	F4	0.7969730559978117
Proposal, F3_nsga2	F4	0.8071607902226915
Proposal, F3_nsga2	F4	0.8076160733653982
Proposal, F3_nsga2	F4	0.8130909956308429
Proposal, F3_nsga2	F4	0.8076543429250803
Proposal, F3_nsga2	F4	0.7933472682377473
Proposal, F3_nsga2	F4	0.8032932732128958
Proposal, F3_nsga2	F4	0.7958678115938286
Proposal, F3_nsga2	F4	0.8028607092047083
Proposal, F3_nsga2	F4	0.798761277361088
Proposal, F3_nsga2	F4	0.8009337752830888
Proposal, F3_nsga2	F4	0.7970194446028398
Proposal, F3_nsga2	F4	0.8008989820681297
Proposal, F3_nsga2	F4	0.8000939566052817
Proposal, F3_nsga2	F4	0.803929041830187
Proposal, F3_nsga2	F4	0.8028301751979193
Proposal, F3_nsga2	F4	0.7995020683998432
Proposal, F3_nsga2	F4	0.8026366705038003
Proposal, F3_nsga2	F4	0.8095137498546328
Proposal, F3_nsga2	F4	0.7888007839700042
Proposal, F3_nsga2	F4	0.8032604718343767
Proposal, F3_nsga2	F4	0.8076459362007782
Proposal, F3_nsga2	F4	0.7949227967324041
Proposal, F3_nsga2	F4	0.7977788597149198
Proposal, F3_nsga2	F4	0.8058753970248841
Proposal, F3_rnsga2	F4	0.805953220043831
Proposal, F3_rnsga2	F4	0.8036508230441468
Proposal, F3_rnsga2	F4	0.799389874072899
Proposal, F3_rnsga2	F4	0.8086740204644135
Proposal, F3_rnsga2	F4	0.8046801186412577
Proposal, F3_rnsga2	F4	0.7967395202668449
Proposal, F3_rnsga2	F4	0.8071536948458049
Proposal, F3_rnsga2	F4	0.8071052533155804
Proposal, F3_rnsga2	F4	0.8114733090873587
Proposal, F3_rnsga2	F4	0.8064123700289985
Proposal, F3_rnsga2	F4	0.7934283317915735
Proposal, F3_rnsga2	F4	0.8032932732128958
Proposal, F3_rnsga2	F4	0.7968764539448295
Proposal, F3_rnsga2	F4	0.8028607092047083
Proposal, F3_rnsga2	F4	0.8008702577101754
Proposal, F3_rnsga2	F4	0.8013282125140021
Proposal, F3_rnsga2	F4	0.7971650415312387
Proposal, F3_rnsga2	F4	0.8008989820681297
Proposal, F3_rnsga2	F4	0.8000939566052817
Proposal, F3_rnsga2	F4	0.8042415368120805
Proposal, F3_rnsga2	F4	0.8027652675803373
Proposal, F3_rnsga2	F4	0.7998140000356622
Proposal, F3_rnsga2	F4	0.8026366705038003
Proposal, F3_rnsga2	F4	0.8103817698236936
Proposal, F3_rnsga2	F4	0.7888819923507091
Proposal, F3_rnsga2	F4	0.8033352780688587
Proposal, F3_rnsga2	F4	0.8078003634253313
Proposal, F3_rnsga2	F4	0.7947690881174101
Proposal, F3_rnsga2	F4	0.7972434346672885
Proposal, F3_rnsga2	F4	0.8058753970248841
Proposal, F4_nsga2	F4	0.762201184536732
Proposal, F4_nsga2	F4	0.7697213568473242
Proposal, F4_nsga2	F4	0.7653845257407623
Proposal, F4_nsga2	F4	0.7652126459986721
Proposal, F4_nsga2	F4	0.7825800450638266
Proposal, F4_nsga2	F4	0.7672043924663
Proposal, F4_nsga2	F4	0.7696764802522452
Proposal, F4_nsga2	F4	0.7854142885994899
Proposal, F4_nsga2	F4	0.7848775903732091
Proposal, F4_nsga2	F4	0.78689051493656
Proposal, F4_nsga2	F4	0.7693624898604299
Proposal, F4_nsga2	F4	0.7833023200225716
Proposal, F4_nsga2	F4	0.7514139221615721
Proposal, F4_nsga2	F4	0.7678013717987413
Proposal, F4_nsga2	F4	0.7813168936403027
Proposal, F4_nsga2	F4	0.7643849176205746
Proposal, F4_nsga2	F4	0.7713204462945011
Proposal, F4_nsga2	F4	0.7740255549095095
Proposal, F4_nsga2	F4	0.7745599919541384
Proposal, F4_nsga2	F4	0.7788009424143598
Proposal, F4_nsga2	F4	0.7751976937112566
Proposal, F4_nsga2	F4	0.7977708979708285
Proposal, F4_nsga2	F4	0.7604457062840566
Proposal, F4_nsga2	F4	0.7713852929389607
Proposal, F4_nsga2	F4	0.7533422312330694
Proposal, F4_nsga2	F4	0.7416921842400899
Proposal, F4_nsga2	F4	0.7847410451808089
Proposal, F4_nsga2	F4	0.7664069406501957
Proposal, F4_nsga2	F4	0.7735489616873302
Proposal, F4_nsga2	F4	0.7213713639375728
